node_id,x,y,planar_owner,node_network_owner,street_count
610985,437950.93537428987,428268.4972037873,Seed_4,Seed_4,3
6475576509,437944.49157076003,428533.18842244346,Seed_4,Seed_4,1
1949906386,438113.9982086623,427931.8281115014,Seed_4,Seed_4,1
413571568,436796.2601651149,428233.6123967485,Seed_4,Seed_4,3
611046,431394.28634865273,432117.4193353113,Seed_3,Seed_3,3
11800270630,431332.4051739803,432104.8894729698,Seed_3,Seed_3,3
5654693842,431441.0759107445,432128.29126775253,Seed_3,Seed_3,3
5654658139,431405.95171187556,431970.2288649279,Seed_3,Seed_3,3
611055,430728.9786470592,433114.8246226066,Seed_3,Seed_3,3
342626322,430771.104403599,433200.72899341665,Seed_3,Seed_3,3
317020454,430706.8932598616,433051.8495843804,Seed_3,Seed_3,3
611057,430799.9092635183,433279.50337283884,Seed_3,Seed_3,3
6047609602,430788.60541219503,433309.5816747125,Seed_3,Seed_3,3
643592,432572.20825933537,428113.61254873965,Seed_4,Seed_3,3
303162129,432483.2209246032,428153.17406649643,Seed_4,Seed_3,3
303162171,432588.60528171563,428223.6653455311,Seed_4,Seed_3,3
303162565,432564.2770774763,428040.8916239657,Seed_4,Seed_3,3
643595,432513.1841668175,427317.1053251022,Seed_4,Seed_3,4
6297387173,432513.0874325951,427345.4099759349,Seed_4,Seed_3,3
6297387178,432513.81158904755,427275.0077271764,Seed_4,Seed_3,3
2074884209,432482.0691146674,427294.44857237197,Seed_4,Seed_3,3
6297387169,432538.14821605326,427335.46947999194,Seed_4,Seed_3,3
643600,432667.07136492775,426763.91486528504,Seed_4,Seed_3,3
255454218,432659.452656358,426733.43153517134,Seed_4,Seed_3,3
255454203,432929.48094916786,426603.2115057289,Seed_4,Seed_3,3
256631641,432559.5051335812,427000.1814953176,Seed_4,Seed_3,3
643603,432945.08841926605,426587.3434169709,Seed_4,Seed_3,3
255454196,432966.0266331142,426561.08738807484,Seed_4,Seed_3,3
255454253,432884.6763704305,426515.13381140714,Seed_4,Seed_3,3
643605,433050.61156513897,426430.92459314794,Seed_4,Seed_4,3
21093557,432983.7457833314,426372.0422088052,Seed_4,Seed_4,3
643607,433147.54079595755,426326.62990820664,Seed_4,Seed_4,4
4413362485,433021.45774540433,426474.2459535481,Seed_4,Seed_4,3
255454150,433250.13044907444,426332.19383790554,Seed_4,Seed_4,3
